Company,x,Member of the S&P500,Member of the Russell 1000 Index,source,Scraping code set up ?,Ticker(s),PR Agency,Example 2020 company PR agency press release URL,Domain,Company global/main press - news release site URL,Subscribed to press releases esgroadmap@gmail.com ?,Subscribed to press releases jameskijani@gmail.com ?,Plain text press release subscription possible? (yes/no),Company annual reports page URL,Company annual / financial report 2020 URL of pdf document (including 10-k),Company sustainability / ESG reports page URL,Company Sustainability / ESG report 2020 URL of pdf document,Country,NAICS #1,2017 NAICS TITLE,NAICS #2,2017 NAICS TITLE.1,NAICS #3,2017 NAICS TITLE.2,NAICS #4,2017 NAICS TITLE.3,NAICS #5,2017 NAICS TITLE.4,WORKED BY:,COMMENTS / NOTES,Carbon sentence available ?
Allegion PLC,,yes,yes,,,ALLE,Businesswire,https://www.businesswire.com/news/home/20210624005899/en/,https://www.allegion.com/corp/en/index.html,https://investor.allegion.com/news-and-events/news-releases/2021,YES,YES,NO,https://investor.allegion.com/financial-information/annual-reports-and-proxies,https://investor.allegion.com/~/media/Files/A/Allegion-IR/reports-and-presentations/allegion-2020-annual-report-and-more-form-10-k-download.pdf,https://www.allegion.com/corp/en/about/ESG.html,not available,Ireland,332510,Hardware Manufacturing,334290,Other Communications Equipment Manufacturing,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,423710,Hardware Merchant Wholesalers ,LILYD - S&P,,0
Alliance Data Systems,,no,yes,,,ADS,PRNewswire,http://www.prnewswire.com/news-releases/alliance-data-provides-card-services-performance-update-for-may-2021-301312192.html,https://www.alliancedata.com/home/default.aspx,https://www.alliancedata.com/news/press-releases/,YES,YES,NO,https://www.alliancedata.com/investors/financials-and-filings/annual-reports/default.aspx,https://s23.q4cdn.com/525801907/files/doc_financials/2020/ar/Alliance_Data_2020_Annual_Report.pdf,https://www.alliancedata.com/sustainability/default.aspx,https://s23.q4cdn.com/525801907/files/doc_downloads/2021/06/ADS-2020-ESG-Performance-Report.pdf,United States,522210,Credit Card Issuing ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Alliant Energy Corp,,yes,yes,,,LNT,,,http://www.alliantenergy.com/,https://www.alliantenergy.com/AlliantEnergyNews/NewsCenter,YES,YES,NO,https://alliantenergy.gcs-web.com/financial-information/annual-reports-archive,https://alliantenergy.gcs-web.com/static-files/6c8d232b-b83c-46be-bef7-dd45af2f6fae,https://alliantenergy.gcs-web.com/esg,not available,United States,221118,Other Electric Power Generation ,221122,Electric Power Distribution ,221210,Natural Gas Distribution ,*,*,*,*,LILYD - S&P,,0
Allison Transmission,,no,yes,,,ALSN,Businesswire,https://www.businesswire.com/news/home/20210601006035/en/,http://www.allisontransmission.com/,https://ir.allisontransmission.com/news-releases/,YES,YES,NO,https://ir.allisontransmission.com/annual-meeting,https://ir.allisontransmission.com/static-files/7711cc34-24e5-451c-93e2-a81082d7a6fa,https://www.allisontransmission.com/company/corporate-responsibility,https://www.allisontransmission.com/docs/default-source/marketing-materials/brochures-us/allison2020esg.pdf?sfvrsn=ba9afe1d_3,United States,333618,Other Engine Equipment Manufacturing ,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,*,*,*,*,*,*,LILYD - Russell,,0
Allstate,,yes,yes,American Express,,ALL,Businesswire,http://www.businesswire.com/news/home/20201202005711/en/Allstate-CEO-to-Present-at-Goldman-Sachs-U.S.-Financial-Services-Conference,http://www.allstate.com/,https://www.allstatenewsroom.com/,NO,NO,NO,https://www.allstate.com/about/annual-report.aspx?_ga=2.33586849.1837836147.1636212291-223152814.1636212291,https://www.allstate.com/resources/allstate/attachments/annual-report/allstate-year-end-report-combo-2020.pdf,https://www.allstatesustainability.com/,https://www.allstatesustainability.com/content/documents/2020_Allstate_Sustainability_Report.pdf?v2021-07-28,United States,524126,Direct Property and Casualty Insurance Carriers ,424510,Grain and Field Bean Merchant Wholesalers ,424590,Other Farm Product Raw Material Merchant Wholesalers ,424690,Other Chemical and Allied Products Merchant Wholesalers ,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,,,0
Ally Finl Inc,,no,yes,,,ALLY,PRNewswire,https://www.prnewswire.com/news-releases/habitat-ally-and-city-of-charlotte-launch-nonprofits-largest-housing-development-to-date-at-historic-plato-price-school-site-301317816.html,https://www.ally.com/,https://media.ally.com/press-releases,YES,YES,NO,https://www.ally.com/about/investor/annual-reports/,https://www.ally.com/files/sections/investor/pdf/2020-10k.pdf,https://www.ally.com/about/social-impact/,https://www.ally.com/files/pdf/ally-corporate-social-responsibility-report-2020.pdf,United States,522110,Commercial Banking ,522310,Mortgage and Nonmortgage Loan Brokers ,*,*,*,*,*,*,LILYD - Russell,,0
Alnylam Pharmaceuticals,,no,yes,,,ALNY,Businesswire,https://www.businesswire.com/news/home/20210630005138/en/,https://www.alnylam.com/,https://investors.alnylam.com/press-releases,NO,NO,NO,https://investors.alnylam.com/financial-information,https://alnylampharmaceuticalsinc.gcs-web.com/static-files/a51d7461-903f-4a66-844c-a01c87464c87,https://www.alnylam.com/about-alnylam/corporate-responsibility/,https://www.alnylam.com/wp-content/uploads/pdfs/Alnylam-Corporate-Responsibility-Summary.pdf?v=3,United States,325412,Pharmaceutical Preparation Manufacturing ,541714,Research and Development in Biotechnology (except Nanobiotechnology),*,*,*,*,*,*,LILYD - Russell,,0
Alphabet Inc Cl C,,yes,yes,,,GOOG,,,https://abc.xyz/,https://abc.xyz/investor/#news,NO,NO,NO,https://abc.xyz/investor/,https://abc.xyz/investor/static/pdf/2020_alphabet_annual_report.pdf?cache=8e972d2,https://abc.xyz/investor/#esg-updates,not available,United States,551112,Offices of Other Holding Companies ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Alphabet Inc.,,yes,yes,American International Group,,GOOGL,Businesswire,https://www.businesswire.com/news/home/20201112006132/en/EQUITY-ALERT-Rosen-Law-Firm-Announces-Investigation-of-Securities-Claims-Against-Alphabet-Inc.-%E2%80%93-GOOG-GOOGL,http://abc.xyz/,,NO,NO,NO,https://abc.xyz/investor/,https://abc.xyz/investor/static/pdf/2020_alphabet_annual_report.pdf?cache=8e972d2,https://abc.xyz/investor/#esg-updates,not available,United States,541511,Custom Computer Programming Services ,*,*,*,*,*,*,*,*,,,0
Alteryx Inc,,no,yes,,,AYX,PRNewswire,https://www.prnewswire.com/news-releases/mclaren-racing-selects-alteryx-for-analytics-automation-and-data-science-301323022.html,http://www.alteryx.com/,https://investor.alteryx.com/news-and-events/press-releases/default.aspx,YES,YES,NO,https://investor.alteryx.com/financials/sec-filings/default.aspx,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001689923/caca5fe8-54c8-4dd3-a0da-470bb2a49352.pdf,not available,not available,United States,511210,Software Publishers,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Altice Usa,,no,yes,,,ATUS,Businesswire,https://www.businesswire.com/news/home/20210609005834/en/,https://www.alticeusa.com/,https://investors.alticeusa.com/investors/overview/default.aspx,YES,YES,NO,https://investors.alticeusa.com/investors/alticeusa/sec-filings/default.aspx,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001702780/b070b9e3-2e49-4c48-aa8a-281fd8467b31.pdf,not available,not available,United States,238210,Electrical Contractors and Other Wiring Installation Contractors,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Altria Group,,yes,yes,American Tower,,MO,Businesswire,http://www.businesswire.com/news/home/20201210005615/en/Altria-Becomes-a-Certified-Great-Place-to-Work,https://www.altria.com/en,http://investor.altria.com/Press-Releases,YES,YES,NO,https://investor.altria.com/annual-report-proxy-statement-annual-meeting/default.aspx,https://s25.q4cdn.com/409251670/files/doc_financials/2020/ar/Altria-2020-Annual-Report.pdf,https://www.altria.com/responsibility/corporate-responsibility-reports,https://www.altria.com/-/media/Project/Altria/Altria/responsibility/at-a-glance/focus-areas-and-goals/2020-2021-cr-engage-and-lead-responsibly-report.pdf?src=corporate-responsibility-reports,United States,312230,Tobacco Manufacturing ,424940,Tobacco and Tobacco Product Merchant Wholesalers ,*,*,*,*,*,*,,,0
Amazon.com,,yes,yes,Amgen Inc.,,AMZN,Businesswire,https://www.businesswire.com/news/home/20201217005353/en/Amazon-Offers-Customers-Free-Convenient-and-Easy-Returns-at-More-Locations-This-Holiday-Season,http://www.amazon.com/,https://press.aboutamazon.com/press-releases,YES,YES,NO,https://ir.aboutamazon.com/annual-reports-proxies-and-shareholder-letters/default.aspx,https://s2.q4cdn.com/299287126/files/doc_financials/2021/ar/Amazon-2020-Annual-Report.pdf,https://sustainability.aboutamazon.com/about/report-builder,https://sustainability.aboutamazon.com/pdfBuilderDownload?name=amazon-sustainability-2020-report,United States,454110,Electronic Shopping and Mail-Order Houses ,*,*,*,*,*,*,*,*,,,0
Amcor PLC,,yes,yes,,,AMCR,,,http://www.amcor.com/,https://www.amcor.com/media/news,NO,NO,NO,https://www.amcor.com/investors/financial-information/annual-reports,https://assets.ctfassets.net/f7tuyt85vtoa/3zpRtgovLFZUb5g2jjldZ4/9ade5e28077101c08a62d0474424f787/Amcor_Annual_Report_2020.pdf,https://www.amcor.com/sustainability-report,https://assets.ctfassets.net/f7tuyt85vtoa/3pDZNAXJTHGEIU264YMI6a/d534bf1f2b1c0632d1fb66253e8c0596/Amcor_Sustainability_Report_2020_Final.pdf,Switzerland,326160,Plastics Bottle Manufacturing,326199,All Other Plastics Product Manufacturing ,*,*,*,*,*,*,LILYD - S&P,,0
Amdocs Ltd,,no,yes,,,DOX,Businesswire,https://www.globenewswire.com/en/news-release/2021/07/01/2256379/34518/en/Hungary-s-Magyar-Telekom-Selects-Amdocs-to-Modernize-its-Business-Support-Systems.html,https://www.amdocs.com/,https://www.amdocs.com/news-media,NO,NO,NO,https://investors.amdocs.com/proxy-materials,https://swww.amdocs.com/sites/default/files/2021-07/amdocs-FY20-annual-report.pdf,https://www.amdocs.com/about/corporate-social-responsibility,https://www.amdocs.com/sites/default/files/2021-08/csr-report-2021-2.pdf,United States,515210,Cable and Other Subscription Programming,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Amedisys Inc,,no,yes,,,AMED,Globenewswire,https://www.globenewswire.com/news-release/2021/07/12/2261151/30555/en/Amedisys-Announces-Second-Quarter-Earnings-Release-and-Conference-Call-Date.html,https://www.amedisys.com/,http://investors.amedisys.com/news/default.aspx,YES,YES,NO,https://investors.amedisys.com/filings-financials/annual-reports/default.aspx,https://s2.q4cdn.com/960461372/files/doc_financials/2020/ar/2020-Annual-Report.pdf,not available,not available,United States,621610,Home Health Care Services,621999,All Other Miscellaneous Ambulatory Health Care Services ,*,*,*,*,*,*,LILYD - Russell,,0
Amerco,,no,yes,,,UHAL,PRNewswire,https://www.prnewswire.com/news-releases/amerco-board-members-john-p-brogan-and-james-j-grogan-recognized-as-nacd-directorship-certified-301142310.html,http://www.amerco.com/,https://www.amerco.com/news.aspx,NO,NO,NO,site can't be reached,,,,United States,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",*,*,*,*,*,*,LILYD - Russell,,0
Ameren Corporation,,yes,yes,,,AEE,,,http://www.ameren.com/,,NO,NO,NO,not available,not available,not available,not available,United States,221118,Other Electric Power Generation ,*,*,*,*,*,*,*,*,LILYD - S&P,website was unavailable (content unavailable),0
American Campus Commun,,no,yes,,,ACC,Businesswire,https://www.businesswire.com/news/home/20210622006098/en/,https://www.americancampus.com/,https://ir.americancampus.com/news-events/press-releases/,YES,YES,NO,https://ir.americancampus.com/sec-filings/annual-reports/default.aspx,http://eproxymaterials.com/interactive/acc2020/pf/page_001.pdf,https://esg.americancampus.com/?_ga=2.28628981.831302648.1636217367-210565631.1636217367,https://esg.americancampus.com/pdfs/acc-esg21-full.pdf,United States,531110,Lessors of Residential Buildings and Dwellings ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
"American Electric Power Company, Inc.",,yes,yes,Nestlé,,AEP,,,http://www.aep.com/,https://www.aep.com/news/releases,NO,NO,NO,site can't be reached,,,,United States,221111,Hydroelectric Power Generation ,*,*,*,*,*,*,*,*,,,0
American Express,,yes,yes,Anglo American,,AXP,Businesswire,http://www.businesswire.com/news/home/20201210005558/en/American-Express-Declares-Regular-Quarterly-Dividend,http://www.americanexpress.com/,https://about.americanexpress.com/all-news/default.aspx,YES,YES,NO,https://ir.americanexpress.com/financials/annual-reports-and-proxy-statements/default.aspx,https://s26.q4cdn.com/747928648/files/doc_financials/2020/ar/2020-Annual-Report-(1).pdf,https://about.americanexpress.com/corporate-responsibility/reports/corporate-responsibility-reports/default.aspx,https://s1.q4cdn.com/692158879/files/doc_downloads/2021/09/AXP-2020-2021-ESG-Report.pdf,United States,522291,Consumer Lending ,324110,Petroleum Refineries,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",522390,Other Activities Related to Credit Intermediation ,*,*,,,0
American Financial Group,,no,yes,,,AFG,Businesswire,https://www.businesswire.com/news/home/20210701005567/en/,https://www.afginc.com/index,https://www.afginc.com/news-and-events/press-releases,YES,YES,NO,https://www.afginc.com/investors/financials/annual-reports,https://www.afginc.com/static-files/fb37cbcd-56f5-458d-bf07-daedeec8f900,https://www.afginc.com/about-us/corporate-social-responsibility,https://www.afginc.com/static-files/b91dd126-87bc-4613-af24-8c5707397f99,United States,524126,Direct Property and Casualty Insurance Carriers ,524210,Insurance Agencies and Brokerages ,*,*,*,*,*,*,LILYD - Russell,,0
American Homes 4 Rent,,no,yes,,,AMH,PRNewswire,https://www.prnewswire.com/news-releases/american-homes-4-rent-announces-pricing-of-public-offering-of-senior-notes-301323699.html,https://www.ah4r.com/,http://americanhomes2020rd.q4web.com/press-releases/default.aspx,YES,YES,NO,https://investors.ah4r.com/financials/annual-reports/default.aspx,https://s26.q4cdn.com/445305060/files/doc_financial/annual/2020/AMH-2020-Annual-Report.pdf,https://investors.ah4r.com/corporate-responsibility/esg-report/default.aspx,https://s26.q4cdn.com/445305060/files/doc_presentations/esg/AH4R_2020-ESG_042721.pdf,United States,531190,Lessors of Other Real Estate Property ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
American International Group,,yes,yes,Apple Inc.,,AIG,Businesswire,http://www.businesswire.com/news/home/20201211005540/en/AIG-Announces-Adjustments-to-Warrant-Exercise-Price-and-Shares-Receivable-upon-Warrant-Exercise,http://www.aig.com/,https://www.aig.com/about-us/news-and-media#latest-press-releases,YES,YES,NO,https://www.aig.com/investor-relations/annual-reports-and-proxy-statements,https://www.aig.com/content/dam/aig/america-canada/us/documents/investor-relations/2021/aig-annual-report_2020.pdf,https://www.aig.com/about-us/sustainability,https://www.aig.com/content/dam/aig/america-canada/us/documents/about-us/report/aig-environmental-social-and-governance-report_2020.pdf,United States,524126,Direct Property and Casualty Insurance Carriers ,522110,Commercial Banking ,524114,Direct Health and Medical Insurance Carriers ,524210,Insurance Agencies and Brokerages ,*,*,,,0
American National Ins Co,,no,yes,,,ANAT,,,https://www.americannational.com/,https://www.americannational.com/wps/portal/an/menu/about/investors/press-releases,NO,NO,NO,https://www.americannational.com/wps/portal/an/menu/about/investors/sec-and-annual-overviews/sec+filings+and+annual+overviews,https://www.americannational.com/wps/wcm/connect/americannational/184244a0-1ce5-4b79-b60f-b17087259795/2020+Annual+Overview.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_M2M0HJ01LG8QD0APPS6TVN3FI7-184244a0-1ce5-4b79-b60f-b17087259795-nyjJPI8,,,United States,524210,Insurance Agencies and Brokerages ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
American Tower,,yes,yes,ArcelorMittal,,AMT,Businesswire,http://www.businesswire.com/news/home/20201203006079/en/American-Tower-Corporation-Declares-Quarterly-Distribution,http://www.americantower.com/,https://www.americantower.com/investor-relations/press-releases/,YES,YES,NO,https://www.americantower.com/investor-relations/annual-reports-and-proxy-statements/,https://americantower.gcs-web.com/static-files/24068feb-a12a-47eb-8382-5f354cfbeb04,https://www.americantower.com/corporate-responsibility/,https://bit.ly/3xJJkke,United States,517919,All Other Telecommunications ,*,*,*,*,*,*,*,*,,,0
American Water Works Company Inc.,,yes,yes,,,AWK,Businesswire,https://www.businesswire.com/news/home/20210503005724/en/,http://www.amwater.com/,https://ir.amwater.com/news-and-events/financial-releases/default.aspx,YES,YES,NO,https://ir.amwater.com/financials/annual-reports-and-proxy-statements/default.aspx,https://s26.q4cdn.com/750150140/files/doc_financials/2020/ar/American-Water-2020-Annual-Report.pdf,https://ir.amwater.com/sustainability/esg/esg-home/default.aspx,https://s26.q4cdn.com/750150140/files/doc_downloads/esg_docs/2021/2019-2020-Sustainability-Report-(1).pdf,United States,221310,Water Supply and Irrigation Systems ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Americold Realty Trust,,no,yes,,,COLD,Businesswire,https://www.businesswire.com/news/home/20210707005648/en/,https://www.americold.com/,https://ir.americold.com/news/default.aspx,YES,YES,NO,https://ir.americold.com/financials/sec-filings/default.aspx,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001455863/ca06dd43-0002-4e8e-b4a3-1c74bf5652fe.pdf,https://www.americold.com/about-us/sustainability/,https://f.hubspotusercontent30.net/hubfs/483539/FINAL%20Sustainability_Report_2020.pdf,United States,531190,Lessors of Other Real Estate Property ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Ameriprise Financial Inc.,,yes,yes,,,AMP,Businesswire,https://www.businesswire.com/news/home/20210616005702/en/,http://www.ameriprise.com/,https://ir.ameriprise.com/news-events/news-releases/default.aspx,YES,YES,NO,https://ir.ameriprise.com/financial-information/annual-reports/default.aspx,https://s25.q4cdn.com/634255556/files/doc_financials/2020/ar/Ameriprise-2020-Annual-Report.pdf,https://www.ameriprise.com/about/responsible-business,https://www.ameriprise.com/binaries/content/assets/ampcom/ucm/p-081479.pdf,United States,523930,Investment Advice ,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",524210,Insurance Agencies and Brokerages ,*,*,*,*,LILYD - S&P,,0
